"Name","ID","Name","State","Notes","User","Tags","Created","Runtime","Sweep","agent.eps_eval","agent.eps_final","agent.eps_init","algo.amortization_decay_constant","algo.amortization_loss_weight","algo.batch_size","algo.clip_grad_norm","algo.discount","algo.double_dqn","algo.eps_steps","algo.learning_rate","algo.min_steps_learn","algo.model_nce_weight","algo.model_rl_weight","algo.n_step_return","algo.nce_loss_weight","algo.pri_alpha","algo.pri_beta_steps","algo.prioritized_replay","algo.replay_ratio","algo.replay_size","algo.reward_loss_weight","algo.target_update_interval","algo.target_update_tau","alternating","amortization_decay_constant","amortization_loss_weight","async_sample","aug_prob","augmentation","batch_b","batch_size","batch_t","beluga","buffered_nce","c1","classifier","control","cosine_nce","debug","debug_cuda_idx","der","detach_model","dirichlet_alpha","distributional","dqn_hidden_size","dueling","dynamics_blocks","encoder","env.episodic_lives","env.game","env.grayscale","env.imagesize","env.max_start_noops","env.num_img_obs","env.seed","env.stack_actions","eps_steps","eval_augmentation","eval_env.episodic_lives","eval_env.game","eval_env.grayscale","eval_env.horizon","eval_env.imagesize","eval_env.max_start_noops","eval_env.num_img_obs","eval_env.seed","eval_env.stack_actions","eval_imagesize","eval_simulations","fasteval","film","final_eval_only","frame_dropout","game","global_local_nce","global_nce","gpu_per_run","grad_scale_factor","grayscale","hard_neg_factor","hyperthread_offset","imagesize","jumps","keep_last_frame","latent_size","learn_model","local_nce","max_grad_norm","model.dueling","model.framestack","model_nce_weight","model_rl_weight","momentum_encoder","n_cpu_core","n_gpu","n_socket","n_step","n_steps","nce","nce_loss_decay_steps","nce_loss_weight","nce_loss_weight_final","nce_type","no_rl_augmentation","no_search_control","noisy_nets","norm_type","num_simulations","optim.eps","padding","prioritized_replay","q_dirichlet","replay_ratio","reward_loss_weight","run_slot","runner.log_interval_steps","runner.n_steps","sample_gpu_per_run","sampler.batch_B","sampler.batch_T","sampler.eval_max_steps","sampler.eval_max_trajectories","sampler.eval_n_envs","sampler.max_decorrelation_steps","search_epsilon","seed","set_affinity","shared_encoder","stack_actions","tag","target_augmentation","target_encoder_sn","target_update_interval","target_update_tau","time_contrastive","transition_model","use_all_targets","virtual_loss_c","virtual_threads","visit_temp","AmortizationLoss","CumCompletedTrajs","CumEvalTime","CumReplayRatio","CumSteps","CumTime (s)","CumTrainTime","CumUpdates","DiscountedReturn","DiscountedReturnAverage","DiscountedReturnMax","DiscountedReturnMedian","DiscountedReturnMin","DiscountedReturnStd","GameScore","GameScoreAverage","GameScoreBest","GameScoreDERNormalized","GameScoreDERNormalizedBest","GameScoreMax","GameScoreMedian","GameScoreMin","GameScoreNatureNormalized","GameScoreNatureNormalizedBest","GameScoreNormalized","GameScoreNormalizedBest","GameScoreStd","Iteration","Length","LengthAverage","LengthMax","LengthMedian","LengthMin","LengthStd","ModelNCELoss","NCEAcc","NCELoss","NonzeroRewards","NonzeroRewardsAverage","NonzeroRewardsMax","NonzeroRewardsMedian","NonzeroRewardsMin","NonzeroRewardsStd","ReplayRatio","Return","ReturnAverage","ReturnMax","ReturnMedian","ReturnMin","ReturnStd","RewardLoss","StepsInEval","StepsPerSecond","TrajsInEval","UpdatesPerSecond","cum_steps","gradNorm","gradNormAverage","gradNormMax","gradNormMedian","gradNormMin","gradNormStd","loss","lossAverage","lossMax","lossMedian","lossMin","lossStd","modelGradNorm","modelLoss","modelRLLoss","tdAbsErr","tdAbsErrAverage","tdAbsErrMax","tdAbsErrMedian","tdAbsErrMin","tdAbsErrStd"
"rare-blaze-28208","1lt48a37","rare-blaze-28208","finished","-","ankeshanand","","2020-06-16T01:56:48.000Z","4943","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","crazy_climber","1","84","0","","444","0","2500","0","false","crazy_climber","1","27000","84","0","","444","0","84","0","1","0","1","0","crazy_climber","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","444","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","5.3669643730454775","5.3669643730454775","5.853459909827367","5.365694622186448","4.041752978414771","0.1443476662531443","22813","22813","22813","2.2262618413262287","2.2262618413262287","28600","25800","5900","0.11645575745844322","0.11645575745844322","0.4803604150282048","0.4803604150282048","6099.354965895984","","3673.82","3673.82","8176","3598.5","1775","1071.6335603180785","0","","","190.64","","","","","","","190.64","","","","","","","","","","","100000","4.294065043187142","","","","","","0.47289099434949455","","","","","","0","","0","","","","","",""
"amber-microwave-28191","24y3ohdf","amber-microwave-28191","finished","-","ankeshanand","","2020-06-16T01:56:09.000Z","5052","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","breakout","1","84","0","","123","0","2500","0","false","breakout","1","27000","84","0","","123","0","84","0","1","0","1","0","breakout","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","123","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","1.6747787551997413","1.6747787551997413","1.954468913899432","1.6579283153584334","1.6579281641116563","0.05664619055902647","14.21","14.21","14.21","62.55000000000002","62.55000000000002","16","16","5","0.031314142678347937","0.031314142678347937","0.43437500000000007","0.43437500000000007","2.316441236034275","","7681.24","7681.24","27001","6399","1532","5114.309527433787","0","","","14.21","","","","","","","14.21","","","","","","","","","","","100000","0.9731312161944806","","","","","","0.04495786716353614","","","","","","0","","0","","","","","",""
"icy-shape-28224","who5gofl","icy-shape-28224","finished","-","ankeshanand","","2020-06-16T01:57:10.000Z","4633","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","frostbite","1","84","0","","420","0","2500","0","false","frostbite","1","27000","84","0","","420","0","84","0","1","0","1","0","frostbite","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","420","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","5.9599298598950785","5.9599298598950785","8.783595117680493","4.7767443392438365","4.258122673323596","1.8357871146158824","1868","1868","1868","2.2490019960079843","2.2490019960079843","3050","1330","230","6.852147472443937","6.852147472443937","0.42225084904555565","0.42225084904555565","775.9046333152032","","859.83","859.83","1028","796","499","100.5405445579046","0","","","113.72","","","","","","","113.72","","","","","","","","","","","100000","9.98423281610012","","","","","","0.9724145462334156","","","","","","0","","0","","","","","",""
"glamorous-surf-28222","3cackqm6","glamorous-surf-28222","finished","-","ankeshanand","","2020-06-16T01:57:05.000Z","5080","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","breakout","1","84","0","","444","0","2500","0","false","breakout","1","27000","84","0","","444","0","84","0","1","0","1","0","breakout","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","444","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","1.9063251867321656","1.9063251867321656","2.0239801281705208","1.9003658303905873","1.8807793128932984","0.01995980588747528","13.23","13.23","13.23","57.65000000000002","57.65000000000002","21","13","11","0.028861076345431794","0.028861076345431794","0.40034722222222224","0.40034722222222224","1.2317061337835418","","2328.56","2328.56","9768","1559","453","2077.8796611931116","0","","","10.26","","","","","","","10.26","","","","","","","","","","","100000","0.4461282008156181","","","","","","0.02342167387092486","","","","","","0","","0","","","","","",""
"youthful-cloud-28157","xu2goiit","youthful-cloud-28157","finished","-","ankeshanand","","2020-06-16T01:55:03.000Z","4773","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","up_n_down","1","84","0","","444","0","2500","0","false","up_n_down","1","27000","84","0","","444","0","84","0","1","0","1","0","up_n_down","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","444","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","5.287454658468501","5.287454658468501","5.428233876325768","5.294661192936291","4.8094829350920545","0.06938237106743897","4979.8","4979.8","4979.8","1.8969283276450517","1.8969283276450517","5870","5310","1900","0.5612298992754904","0.5612298992754904","0.3984300793921038","0.3984300793921038","787.5658448663196","","944.83","944.83","1349","934","814","63.00365941752907","0","","","54.73","","","","","","","54.73","","","","","","","","","","","100000","2.3334277428805827","","","","","","0.23003504435941577","","","","","","0","","0","","","","","",""
"splendid-oath-28246","1qznip2v","splendid-oath-28246","finished","-","ankeshanand","","2020-06-16T01:57:21.000Z","5655","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","frostbite","1","84","0","","444","0","2500","0","false","frostbite","1","27000","84","0","","444","0","84","0","1","0","1","0","frostbite","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","444","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","6.967532484887729","6.967532484887729","7.253157494622728","7.1945628857124255","3.7832445812462","0.46342340972428897","1702.1","1702.1","1702.1","2.0420409181636727","2.0420409181636727","2160","1980","190","6.221588749524894","6.221588749524894","0.3833938400281063","0.3833938400281063","499.3942230342679","","879.06","879.06","970","942","435","131.02670109561635","0","","","100.79","","","","","","","100.79","","","","","","","","","","","100000","1.3481267388254403","","","","","","0.1598202525364235","","","","","","0","","0","","","","","",""
"crisp-totem-28154","2348pk42","crisp-totem-28154","finished","-","ankeshanand","","2020-06-16T01:55:02.000Z","6185","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","breakout","1","84","0","","420","0","2500","0","false","breakout","1","27000","84","0","","420","0","84","0","1","0","1","0","breakout","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","420","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","1.666088661298736","1.666088661298736","1.8918878491047055","1.657928164111675","1.6579281641116563","0.03578500539955708","12.26","12.26","12.26","52.80000000000001","52.80000000000001","17","13","4","0.026433041301627037","0.026433041301627037","0.3666666666666667","0.3666666666666667","3.2299225996918253","","16789.1","16789.1","27001","13527","3818","8361.93957225236","0","","","9.86","","","","","","","9.86","","","","","","","","","","","100000","0.4307833230502903","","","","","","0.021657450562925076","","","","","","0","","0","","","","","",""
"floral-jazz-28254","r38xf2rx","floral-jazz-28254","finished","-","ankeshanand","","2020-06-16T01:57:48.000Z","5573","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","demon_attack","1","84","0","","444","0","2500","0","false","demon_attack","1","27000","84","0","","444","0","84","0","1","0","1","0","demon_attack","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","444","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","2.420858844929216","2.420858844929216","2.7142157400288327","2.4082658539759945","1.6393296832030797","0.1498211895490716","730.8","730.8","730.8","1.6260185445349815","1.6260185445349815","1780","840","90","0.06054043875341304","0.06054043875341304","0.31815932706580896","0.31815932706580896","344.64381613486125","","1564.89","1564.89","2709","1779","466","421.1543397615653","0","","","40.78","","","","","","","40.78","","","","","","","","","","","100000","0.8938492435991764","","","","","","0.06800439782198518","","","","","","0","","0","","","","","",""
"dulcet-dust-28257","175q5f56","dulcet-dust-28257","finished","-","ankeshanand","","2020-06-16T01:57:57.000Z","5771","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","ms_pacman","1","84","0","","123","0","2500","0","false","ms_pacman","1","27000","84","0","","123","0","84","0","1","0","1","0","ms_pacman","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","123","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","12.209861599344592","12.209861599344592","12.256389921996444","12.25194349123782","10.640178672919468","0.19199865764901303","2365.8","2365.8","2365.8","2.2953835860838536","2.2953835860838536","2670","2450","670","1.0273494036033337","1.0273494036033337","0.3098144274039402","0.3098144274039402","328.8257289203508","","963.6","963.6","1068","984","614","67.46021049477982","0","","","109.47","","","","","","","109.47","","","","","","","","","","","100000","10.658637739825249","","","","","","0.9242898219674824","","","","","","0","","0","","","","","",""
"spring-shadow-28255","4c4trfka","spring-shadow-28255","finished","-","ankeshanand","","2020-06-16T01:57:56.000Z","5510","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","ms_pacman","1","84","0","","444","0","2500","0","false","ms_pacman","1","27000","84","0","","444","0","84","0","1","0","1","0","ms_pacman","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","444","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","13.42178214957636","13.42178214957636","13.48867603582799","13.486500988534695","10.59496766191889","0.34180171138688564","2330.2","2330.2","2330.2","2.255686886708296","2.255686886708296","2700","2360","630","1.0095822727953283","1.0095822727953283","0.3044564513944283","0.3044564513944283","229.8215829725311","","629.22","629.22","900","626","510","34.251884619681874","0","","","94.44","","","","","","","94.44","","","","","","","","","","","100000","10.710353398513794","","","","","","0.86307239613235","","","","","","0","","0","","","","","",""
"hearty-wildflower-28268","fbsgpsni","hearty-wildflower-28268","finished","-","ankeshanand","","2020-06-16T01:58:30.000Z","5717","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","ms_pacman","1","84","0","","101","0","2500","0","false","ms_pacman","1","27000","84","0","","101","0","84","0","1","0","1","0","ms_pacman","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","101","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","13.720115025504926","13.720115025504926","13.826680803026155","13.806642713972648","9.122817107717138","0.49662042586076954","2300.7","2300.7","2300.7","2.2227921498661907","2.2227921498661907","2710","2340","840","0.9948595099066726","0.9948595099066726","0.3000165555438496","0.3000165555438496","196.32246432846145","","836.98","836.98","1268","834","700","53.04903015136093","0","","","108.24","","","","","","","108.24","","","","","","","","","","","100000","9.959662145972253","","","","","","0.877751587292552","","","","","","0","","0","","","","","",""
"clean-salad-28270","2gu38fxv","clean-salad-28270","finished","-","ankeshanand","","2020-06-16T01:58:37.000Z","5050","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","kung_fu_master","1","84","0","","420","0","2500","0","false","kung_fu_master","1","27000","84","0","","420","0","84","0","1","0","1","0","kung_fu_master","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","420","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","0.6970690258851753","0.6970690258851753","1.2058120357763424","0.6991403647371405","0.4219793882544218","0.06591426027369965","6828","6828","6828","0.4663320934722735","0.4663320934722735","15800","6000","3200","0.2854876909371401","0.2854876909371401","0.2922661470428601","0.2922661470428601","1818.3553008144472","","1302.03","1302.03","2617","1217","883","210.49591231185465","0","","","34.08","","","","","","","34.08","","","","","","","","","","","100000","1.2525874802529813","","","","","","0.12917555548315868","","","","","","0","","0","","","","","",""
"glamorous-galaxy-28230","1ioietnl","glamorous-galaxy-28230","finished","-","ankeshanand","","2020-06-16T01:57:13.000Z","5572","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","qbert","1","84","0","","444","0","2500","0","false","qbert","1","27000","84","0","","444","0","84","0","1","0","1","0","qbert","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","444","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","7.004605752357682","7.004605752357682","7.0552296530571015","7.0552296530571015","2.297579455314622","0.4740445534080612","3981","3981","3981","3.859555106167846","3.859555106167846","4050","4050","450","0.3658994833255049","0.3658994833255049","0.2871921812340589","0.2871921812340589","483.46561408232543","","571.1","571.1","638","572","416","16.914786430812544","0","","","57.1","","","","","","","57.1","","","","","","","","","","","100000","2.4929194674372672","","","","","","0.17628756684474647","","","","","","0","","0","","","","","",""
"true-violet-28278","v2zuyhhm","true-violet-28278","finished","-","ankeshanand","","2020-06-16T02:00:12.000Z","5147","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","crazy_climber","1","84","0","","420","0","2500","0","false","crazy_climber","1","27000","84","0","","420","0","84","0","1","0","1","0","crazy_climber","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","420","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","5.71781473083831","5.71781473083831","5.838164637366251","5.7634815327991","3.291654709594632","0.257724312936385","17859","17859","17859","1.3096691829484903","1.3096691829484903","26700","16800","11000","0.06850879527692419","0.06850879527692419","0.28258725932076856","0.28258725932076856","3076.559604493305","","2901.92","2901.92","5824","2598","1728","787.5119640995939","0","","","169.24","","","","","","","169.24","","","","","","","","","","","100000","5.0237100535392765","","","","","","0.4490595305878669","","","","","","0","","0","","","","","",""
"hopeful-pine-28258","78g2ybml","hopeful-pine-28258","finished","-","ankeshanand","","2020-06-16T01:57:58.000Z","5843","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","crazy_climber","1","84","0","","101","0","2500","0","false","crazy_climber","1","27000","84","0","","101","0","84","0","1","0","1","0","crazy_climber","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","101","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","6.095489519637473","6.095489519637473","6.180439453019829","6.107082891678898","5.767304937743447","0.05270084567475567","17516","17516","17516","1.2462070751924217","1.2462070751924217","17900","17500","16300","0.0651890924048489","0.0651890924048489","0.26889404325140026","0.26889404325140026","257.18475849085615","","4208.46","4208.46","9026","4185","2747","825.8392751619409","0","","","168.08","","","","","","","168.08","","","","","","","","","","","100000","5.0023537984371185","","","","","","0.5439697469726205","","","","","","0","","0","","","","","",""
"balmy-cloud-28252","1e7btcyt","balmy-cloud-28252","finished","-","ankeshanand","","2020-06-16T01:57:47.000Z","4351","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","battle_zone","1","84","0","","420","0","2500","0","false","battle_zone","1","27000","84","0","","420","0","84","0","1","0","1","0","battle_zone","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","420","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","0.24507849816916577","0.24507849816916577","0.38876005477285247","0.2674177057821631","0.00006994269005902068","0.07183927980083692","11650","11650","11650","1.19645570924452","1.19645570924452","21000","13000","2000","0.38805346700083543","0.38805346700083543","0.26674323451295673","0.26674323451295673","3482.45602987317","","1860.79","1860.79","2566","1850","1151","249.32622385140317","0","","","6.1","","","","","","","6.1","","","","","","","","","","","100000","0.04607593638771214","","","","","","0.008885386468915386","","","","","","0","","0","","","","","",""
"firm-leaf-28171","2zcc4arc","firm-leaf-28171","finished","-","ankeshanand","","2020-06-16T01:55:12.000Z","4416","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","kangaroo","1","84","0","","101","0","2500","0","false","kangaroo","1","27000","84","0","","101","0","84","0","1","0","1","0","kangaroo","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","101","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","0.1760606297915084","0.1760606297915084","0.19050155359991183","0.1808397998885117","0.00962631134629548","0.02368233193283055","784","784","784","1.0064622576653377","1.0064622576653377","1000","800","200","0.10944976076555024","0.10944976076555024","0.24539054642976868","0.24539054642976868","96.66436778875658","","603.37","603.37","642","615","437","34.11177362729766","0","","","3.92","","","","","","","3.92","","","","","","","","","","","100000","0.14367329439371823","","","","","","0.008565306219563354","","","","","","0","","0","","","","","",""
"exalted-disco-28211","30d7b813","exalted-disco-28211","finished","-","ankeshanand","","2020-06-16T01:56:51.000Z","5244","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","crazy_climber","1","84","0","","123","0","2500","0","false","crazy_climber","1","27000","84","0","","123","0","84","0","1","0","1","0","crazy_climber","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","123","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","5.274898691403523","5.274898691403523","5.619541892240652","5.299456800428077","2.8101314897522287","0.2647363833060178","16616","16616","16616","1.0796884251036118","1.0796884251036118","24800","15900","15200","0.05647850177841225","0.05647850177841225","0.23296432178658544","0.23296432178658544","2163.9186676028285","","7729.12","7729.12","27001","3885","1820","8281.90023880993","0","","","162.73","","","","","","","162.73","","","","","","","","","","","100000","3.7122372442543505","","","","","","0.3236306037951261","","","","","","0","","0","","","","","",""
"wise-sea-28226","3pb6nq0w","wise-sea-28226","finished","-","ankeshanand","","2020-06-16T01:57:11.000Z","6085","","","","","","","32","10","0.99","true","2500","0.0001","1600","","","10","","0.5","100000","true","32","1000000","","1","1","","0","0","false","1","[""shift"",""intensity""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","256","1","4","nature","true","battle_zone","1","84","0","","88","0","2500","0","false","battle_zone","1","27000","84","0","","88","0","84","0","1","0","1","0","battle_zone","0","0","","0.5","1","0","","84","0","1","256","true","0","10","true","","1","1","0","","1","","10","100000","0","50000","1","-1","custom","0","0","0","in","0","0.00015","valid","0","0","32","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","88","","0","0","","1","0","1","1","0","standard","0","1","3","0.5","0","","","","","","","","0.04557015709501024","0.04557015709501024","0.08541268920410543","0.04941426145092763","1.733470405492743e-7","0.013642460035547107","10460","10460","10460","1.0431960435824124","1.0431960435824124","16000","11000","1000","0.3383458646616541","0.3383458646616541","0.23257483310602253","0.23257483310602253","3742.779715665885","","2104.63","2104.63","2760","2189","1192","357.1709858037184","0","","","5.38","","","","","","","5.38","","","","","","","","","","","100000","0.029819069698732343","","","","","","0.007141572304969668","","","","","","0","","0","","","","","",""
