"Name","ID","Name","State","Notes","User","Tags","Created","Runtime","Sweep","agent.eps_eval","agent.eps_final","agent.eps_init","algo.amortization_decay_constant","algo.amortization_loss_weight","algo.batch_size","algo.clip_grad_norm","algo.discount","algo.double_dqn","algo.eps_steps","algo.learning_rate","algo.min_steps_learn","algo.model_nce_weight","algo.model_rl_weight","algo.n_step_return","algo.nce_loss_weight","algo.pri_alpha","algo.pri_beta_steps","algo.prioritized_replay","algo.replay_ratio","algo.replay_size","algo.reward_loss_weight","algo.target_update_interval","algo.target_update_tau","alternating","amortization_decay_constant","amortization_loss_weight","async_sample","aug_prob","augmentation","batch_b","batch_size","batch_t","beluga","bits","buffered_nce","byol","byol_tau","c1","classifier","control","cosine_nce","debug","debug_cuda_idx","der","detach_model","dirichlet_alpha","distributional","dqn_hidden_size","dueling","dynamics_blocks","encoder","env.bits","env.episodic_lives","env.game","env.grayscale","env.imagesize","env.max_start_noops","env.num_img_obs","env.seed","env.stack_actions","eps_steps","eval_augmentation","eval_env.bits","eval_env.episodic_lives","eval_env.game","eval_env.grayscale","eval_env.horizon","eval_env.imagesize","eval_env.max_start_noops","eval_env.num_img_obs","eval_env.seed","eval_env.stack_actions","eval_imagesize","eval_simulations","fasteval","film","final_eval_only","frame_dropout","game","global_local_nce","global_nce","gpu_per_run","grad_scale_factor","grayscale","hard_neg_factor","hyperthread_offset","imagesize","init","jumps","keep_last_frame","latent_size","learn_model","local_nce","max_grad_norm","model.dueling","model.framestack","model_nce_weight","model_rl_weight","momentum_encoder","n_cpu_core","n_gpu","n_socket","n_step","n_steps","nce","nce_loss_decay_steps","nce_loss_weight","nce_loss_weight_final","nce_type","no_rl_augmentation","no_search_control","noisy_eps","noisy_nets","norm_type","num_simulations","optim.eps","padding","prioritized_replay","q_dirichlet","replay_ratio","reward_loss_weight","run_slot","runner.log_interval_steps","runner.n_steps","sample_gpu_per_run","sampler.batch_B","sampler.batch_T","sampler.eval_max_steps","sampler.eval_max_trajectories","sampler.eval_n_envs","sampler.max_decorrelation_steps","search_epsilon","seed","set_affinity","shared_encoder","stack_actions","tag","target_augmentation","target_encoder_sn","target_update_interval","target_update_tau","time_contrastive","transition_model","use_all_targets","use_ram","virtual_loss_c","virtual_threads","visit_temp","wandb_dir","AmortizationLoss","CumCompletedTrajs","CumEvalTime","CumReplayRatio","CumSteps","CumTime (s)","CumTrainTime","CumUpdates","DiscountedReturn","DiscountedReturnAverage","DiscountedReturnMax","DiscountedReturnMedian","DiscountedReturnMin","DiscountedReturnStd","GameScore","GameScoreAverage","GameScoreBest","GameScoreDERNormalized","GameScoreDERNormalizedBest","GameScoreMax","GameScoreMedian","GameScoreMin","GameScoreNatureNormalized","GameScoreNatureNormalizedBest","GameScoreNormalized","GameScoreNormalizedBest","GameScoreStd","Iteration","Length","LengthAverage","LengthMax","LengthMedian","LengthMin","LengthStd","ModelNCELoss","NCEAcc","NCELoss","NonzeroRewards","NonzeroRewardsAverage","NonzeroRewardsMax","NonzeroRewardsMedian","NonzeroRewardsMin","NonzeroRewardsStd","ReplayRatio","Return","ReturnAverage","ReturnMax","ReturnMedian","ReturnMin","ReturnStd","RewardLoss","StepsInEval","StepsPerSecond","TrajsInEval","UpdatesPerSecond","cum_steps","gradNorm","gradNormAverage","gradNormMax","gradNormMedian","gradNormMin","gradNormStd","loss","lossAverage","lossMax","lossMedian","lossMin","lossStd","modelGradNorm","modelLoss","modelRLLoss","tdAbsErr","tdAbsErrAverage","tdAbsErrMax","tdAbsErrMedian","tdAbsErrMin","tdAbsErrStd"
"""krull""","""krull""","""krull""","finished","-","ankeshanand","","2020-06-22T00:12:49.000Z","408208","","0.001","0","0","","","32","10","0.99","true","43571.42857142857","0.0001","2000","","","10","","0.5","100000","true","43.42857142857143","1000000","","714.6428571428571","0.9292857142857143","","0","0","false","1","[""shift"",""intensity"",""none""]","1","32","1","false","","0","[""1"",""0""]","0.08071428571428572","1.25","[""q_l1"",""bilinear""]","false","0.5","","0","true","0.14285714285714285","0.25","0.7142857142857143","256","1","1.0714285714285714","nature","","true","krull","1","84","","","234.77142857142857","0","43571.42857142857","0","","false","krull","1","27000","84","","","234.77142857142857","0","84","0","0.8571428571428571","0","1","0","krull","0","0.5","","0.5","1","0","","84","pytorch","1.0714285714285714","1","256","true","0","10","true","","0.7857142857142857","0.14285714285714285","0.42857142857142855","","1","","10","100000","0.5","50000","0.14285714285714285","-1","custom","0","0","0","1","[""bn"",""in""]","0","0.00015","valid","1","0","43.42857142857143","0.14285714285714285","","1000000","50000000","","1","1","2404000","100","85.85714285714286","1000","0.01","234.77142857142857","","0.07142857142857142","0","[""byol_ql1_b0"",""byol_ql1_rep_test"",""ema_target_control"",""ankesh_config_replication"",""hybrid_aug_control"",""hybrid_control"",""byol_base_shared"",""byol_base_no_ema"",""byol_base_aug_control"",""byol_base_control""]","0.35714285714285715","0","714.6428571428571","0.9292857142857143","0","standard","0","","1","3","0.5","["""",""./wandb"",""./wandb_ablations""]","0","","","","","","","","1.2796990858696184","1.2796990858696184","1.9483113228165978","1.2701543579655739","0.6405480390277778","0.3014303398287411","2602.869172541744","2602.869172541744","2698.015029684601","0.8016507160285153","0.8775548701113691","4098.028571428571","2633.7214285714285","1131.5142857142857","0.45531000115167375","0.49842094684395155","0.9413294356362941","1.0304590442010315","636.9461630824521","","1728.1211737786025","1728.1211737786025","2487.1714285714284","1739.8","1180.7","251.879864616225","0.05110477891659044","","","224.73730055658626","","","","","","","224.73730055658626","","","","","","","","","","","100000","1.4949195400227342","","","","","","0.39534407886372913","","","","","","0.02170405124038433","","0","","","","","",""
"""seaquest""","""seaquest""","""seaquest""","finished","-","ankeshanand","","2020-06-22T00:12:54.000Z","407858","","0.001","0","0","","","32","10","0.99","true","43571.42857142857","0.0001","2000","","","10","","0.5","100000","true","43.42857142857143","1000000","","714.6428571428571","0.9292857142857143","","0","0","false","1","[""shift"",""intensity"",""none""]","1","32","1","false","","0","[""1"",""0""]","0.08071428571428572","1.25","[""q_l1"",""bilinear""]","false","0.5","","0","true","0.14285714285714285","0.25","0.7142857142857143","256","1","1.0714285714285714","nature","","true","seaquest","1","84","","","234.77142857142857","0","43571.42857142857","0","","false","seaquest","1","27000","84","","","234.77142857142857","0","84","0","0.8571428571428571","0","1","0","seaquest","0","0.5","","0.5","1","0","","84","pytorch","1.0714285714285714","1","256","true","0","10","true","","0.7857142857142857","0.14285714285714285","0.42857142857142855","","1","","10","100000","0.5","50000","0.14285714285714285","-1","custom","0","0","0","1","[""bn"",""in""]","0","0.00015","valid","1","0","43.42857142857143","0.14285714285714285","","1000000","50000000","","1","1","2404000","100","85.85714285714286","1000","0.01","234.77142857142857","","0.07142857142857142","0","[""byol_ql1_b0"",""byol_ql1_rep_test"",""ankesh_config_replication"",""ema_target_control"",""byol_base_no_ema"",""byol_base_shared"",""byol_base_control"",""byol_base_aug_control"",""hybrid_control"",""hybrid_aug_control""]","0.35714285714285715","0","714.6428571428571","0.9292857142857143","0","standard","0","","1","3","0.5","["""",""./wandb"",""./wandb_ablations""]","0","","","","","","","","1.4031724482359464","1.4031724482359464","1.7446351222762597","1.4072903832378567","1.0285034460145956","0.16179078202719996","341.17225836210054","341.17225836210054","342.21225836210056","0.9547506417994417","0.9583908238085422","525.4285714285714","336.85714285714283","200.28571428571428","0.052279258349068644","0.05247858370938756","0.006496696740653512","0.006521466725148455","71.75956885690061","","1326.5550009463318","1326.5550009463318","1774.2285714285715","1331.15","746.6571428571428","213.18507568187314","0.03435536565428902","","","16.985418277428245","","","","","","","16.985418277428245","","","","","","","","","","","100000","0.19857509988417935","","","","","","0.39583778015273446","","","","","","0.021570901171426522","","0","","","","","",""
"""gopher""","""gopher""","""gopher""","finished","-","ankeshanand","","2020-06-22T00:13:04.000Z","408209","","0.001","0","0","","","32","10","0.99","true","43571.42857142857","0.0001","2000","","","10","","0.5","100000","true","43.42857142857143","1000000","","714.6428571428571","0.9292857142857143","","0","0","false","1","[""shift"",""intensity"",""none""]","1","32","1","false","","0","[""1"",""0""]","0.08071428571428572","1.25","[""q_l1"",""bilinear""]","false","0.5","","0","true","0.14285714285714285","0.25","0.7142857142857143","256","1","1.0714285714285714","nature","","true","gopher","1","84","","","234.77142857142857","0","43571.42857142857","0","","false","gopher","1","27000","84","","","234.77142857142857","0","84","0","0.8571428571428571","0","1","0","gopher","0","0.5","","0.5","1","0","","84","pytorch","1.0714285714285714","1","256","true","0","10","true","","0.7857142857142857","0.14285714285714285","0.42857142857142855","","1","","10","100000","0.5","50000","0.14285714285714285","-1","custom","0","0","0","1","[""bn"",""in""]","0","0.00015","valid","1","0","43.42857142857143","0.14285714285714285","","1000000","50000000","","1","1","2404000","100","85.85714285714286","1000","0.01","234.77142857142857","","0.07142857142857142","0","[""byol_ql1_b0"",""byol_ql1_rep_test"",""ema_target_control"",""ankesh_config_replication"",""byol_base_shared"",""byol_base_no_ema"",""byol_base_aug_control"",""byol_base_control"",""hybrid_aug_control"",""hybrid_control""]","0.35714285714285715","0","714.6428571428571","0.9292857142857143","0","standard","0","","1","3","0.5","["""",""./wandb"",""./wandb_ablations""]","0","","","","","","","","0.5175647679755999","0.5175647679755999","0.7003047118505583","0.517934763048416","0.35654918311753464","0.09673533941474921","418.64927741965215","418.64927741965215","465.01677323295445","1.7524404507035056","2.2569833866480353","1001.4285714285714","381.85714285714283","126.85714285714286","0.019491827727978812","0.025103695443570197","0.07473631139247859","0.09625354922871335","212.69410473339246","","1323.6455104873746","1323.6455104873746","4101.3","1152.0714285714287","681.1142857142858","641.1178235244801","0.030310065113157945","","","17.64787401401427","","","","","","","17.64787401401427","","","","","","","","","","","100000","0.31923618291431044","","","","","","0.46369292223318836","","","","","","0.02103054146664184","","0","","","","","",""
"""up_n_down""","""up_n_down""","""up_n_down""","finished","-","ankeshanand","","2020-06-22T00:12:56.000Z","412076","","0.001","0","0","","","32","10","0.99","true","47383.72093023256","0.0001","2000","","","10","","0.5","100000","true","51.906976744186046","1000000","","407.5988372093023","0.9712209302325582","","0","0","false","1","[""none"",""shift"",""intensity""]","1","32","1","false","0.46153846153846156","0","[""0"",""squared"",""1"",""with_norm""]","0.03877906976744186","1.25","[""none"",""q_l1"",""bilinear""]","false","0.6802325581395349","","0","true","0.05813953488372093","0.25","0.4069767441860465","256","1","0.45348837209302323","[""mlp"",""nature""]","0.6","true","up_n_down","1","59.872093023255815","","","235.22093023255815","0","47383.72093023256","0","0.6","false","up_n_down","1","27000","59.872093023255815","","","235.22093023255815","0","59.872093023255815","0","0.9418604651162791","0","1","0","up_n_down","0","0.6802325581395349","","0.6017441860465116","1","0","","59.872093023255815","pytorch","2.8197674418604652","1","256","true","0","10","true","","0.9418604651162791","0.05813953488372093","0.6511627906976745","","1","","10","100000","0.6802325581395349","50000","0.05813953488372093","-1","custom","0","0","0","1","[""bn"",""in""]","0","0.00015","[""same"",""valid""]","1","0","51.906976744186046","0.09883720930232558","","1000000","50000000","","1","1","2638837.2093023257","100","94.24418604651163","1000","0.01","235.22093023255815","","0.029069767441860465","0","[""ram_bits_test_der_control"",""ram_test_der_control"",""ram_bits_test_hybrid_control"",""ram_test_hybrid_control"",""ram_bits_test_hybrid_byol_squared"",""ram_bits_test_hybrid_byol_nogs_squared"",""byol_ql1_squared_nogs_m5"",""byol_ql1_squared_nogs_m1"",""byol_ql1_squared_nogs_m2"",""ram_test_hybrid_byol""]","0.36046511627906974","0","407.5988372093023","0.9712209302325582","0","[""mlp"",""standard""]","0","0.6666666666666666","1","3","0.5","["""",""./wandb"",""./wandb_ablations""]","0","","","","","","","","5.006846852275217","5.006846852275217","6.01303546922711","5.0422512416288745","3.8291811996502534","0.5642603092861166","3005.8449312027265","3005.8449312027265","3005.9449312027264","1.0547973255984329","1.0548399877144736","6706.686046511628","2833.2558139534885","1070.1744186046512","0.31207494145895615","0.3120875635779575","0.22154921514746914","0.22155817588153248","1194.6501238139797","","1255.8815514446542","1255.8815514446542","2411.110465116279","1190.7325581395348","719.7209302325581","347.61309891766615","0.06354693523297499","","","67.88579366543658","","","","","","","67.88579366543658","","","","","","","","","","","100000","0.6056526280202769","","","","","","0.38938355930296603","","","","","","0.11412617523446687","","0","","","","","",""
"""bank_heist""","""bank_heist""","""bank_heist""","finished","-","ankeshanand","","2020-06-22T00:12:46.000Z","412110","","0.001","0","0","","","32","10","0.99","true","47428.57142857143","0.0001","2000","","","10","","0.5","100000","true","52.114285714285714","1000000","","400.62857142857143","0.9717142857142858","","0","0","false","1","[""none"",""shift"",""intensity""]","1","32","1","false","0.46153846153846156","0","[""0"",""squared"",""1"",""with_norm""]","0.038285714285714284","1.25","[""none"",""q_l1"",""bilinear""]","false","0.6857142857142857","","0","true","0.05714285714285714","0.25","0.4","256","1","0.45714285714285713","[""mlp"",""nature""]","0.6","true","bank_heist","1","60.285714285714285","","","234.66857142857143","0","47428.57142857143","0","0.6","false","bank_heist","1","27000","60.285714285714285","","","234.66857142857143","0","60.285714285714285","0","0.9428571428571428","0","1","0","bank_heist","0","0.6857142857142857","","0.6","1","0","","60.285714285714285","pytorch","2.857142857142857","1","256","true","0","10","true","","0.9428571428571428","0.05714285714285714","0.6571428571428571","","1","","10","100000","0.6857142857142857","50000","0.05714285714285714","-1","custom","0","0","0","1","[""bn"",""in""]","0","0.00015","[""same"",""valid""]","1","0","52.114285714285714","0.11428571428571428","","1000000","50000000","","1","1","2641600","100","94.34285714285714","1000","0.01","234.66857142857143","","0.02857142857142857","0","[""ram_test_der_control"",""ram_bits_test_der_control"",""ram_bits_test_hybrid_control"",""ram_test_hybrid_control"",""ram_bits_test_hybrid_byol_squared"",""ram_bits_test_hybrid_byol_nogs_squared"",""byol_ql1_squared_nogs_m5"",""byol_ql1_squared_nogs_m2"",""byol_ql1_squared_nogs_m1"",""ram_bits_test_hybrid_byol""]","0.37142857142857144","0","400.62857142857143","0.9717142857142858","0","[""mlp"",""standard""]","0","0.6666666666666666","1","3","0.5","["""",""./wandb"",""./wandb_ablations""]","0","","","","","","","","2.7186684620178676","2.7186684620178676","3.1662390011959323","2.7352576617116493","1.9681225346650548","0.2580333096221599","194.47172647066867","194.47172647066867","194.95686932781155","4.89868821931165","4.9118714491253135","272.57142857142856","194.77142857142857","104.51428571428572","0.4338669710485407","0.435034583219763","0.2439731038985907","0.2446296783432285","35.7525399145327","","1216.7142551048228","1216.7142551048228","3006.6685714285713","1121.0942857142857","708.5771428571428","411.3627036846766","0.04523671105212402","","","17.555170692525135","","","","","","","17.555170692525135","","","","","","","","","","","100000","0.22062295923284872","","","","","","0.1597452169385929","","","","","","0.13817402695602346","","0","","","","","",""
"""jamesbond""","""jamesbond""","""jamesbond""","finished","-","ankeshanand","","2020-06-22T00:12:55.000Z","408084","","0.001","0","0","","","32","10","0.9900000000000001","true","43918.91891891892","0.0001","2000","","","10","","0.5","100000","true","44.54054054054054","1000000","","676.0675675675676","0.9331081081081081","","0","0","false","1","[""shift"",""intensity"",""none""]","1","32","1","false","","0","[""1"",""0""]","0.0768918918918919","1.25","[""q_l1"",""bilinear""]","false","0.527027027027027","","0","true","0.13513513513513514","0.25","0.6756756756756757","256","1","1.0135135135135136","nature","","true","jamesbond","1","84","","","236.16216216216216","0","43918.91891891892","0","","false","jamesbond","1","27000","84","","","236.16216216216216","0","84","0","0.8648648648648649","0","1","0","jamesbond","0","0.527027027027027","","0.5","1","0","","84","pytorch","1.2837837837837838","1","256","true","0","10","true","","0.7972972972972973","0.13513513513513514","0.4594594594594595","","1","","10","100000","0.527027027027027","50000","0.13513513513513514","-1","custom","0","0","0","1","[""bn"",""in""]","0","0.00015","valid","1","0","44.54054054054054","0.13513513513513514","","1000000","50000000","","1","1","2425405.4054054054","100","86.62162162162163","1000","0.01","236.16216216216216","","0.06756756756756757","0","[""byol_ql1_b0"",""byol_ql1_rep_test"",""ema_target_control"",""ankesh_config_replication"",""byol_base_no_ema"",""byol_base_shared"",""byol_base_aug_control"",""byol_base_control"",""hybrid_control"",""hybrid_aug_control""]","0.3918918918918919","0","676.0675675675676","0.9331081081081081","0","standard","0","","1","3","0.5","["""",""./wandb"",""./wandb_ablations""]","0","","","","","","","","0.2620361207664025","0.2620361207664025","0.38302113794192055","0.2913720107287395","0.03570383869124376","0.10217897118662758","245.3064548064548","245.3064548064548","247.21861696861697","0.7934939648072442","0.8005084995180372","474.3243243243243","242.56756756756758","60.13513513513514","0.3949360138879949","0.3984272721720229","0.7900162702938451","0.7970000619744958","89.64469098845488","","1113.5884078492647","1113.5884078492647","1754.5405405405406","1098.8175675675675","616.1621621621622","253.14307522500894","0.03163137989684308","","","4.90491287991288","","","","","","","4.90491287991288","","","","","","","","","","","100000","0.13509248792462597","","","","","","0.23766800197885773","","","","","","0.018323055567323564","","0","","","","","",""
"""assault""","""assault""","""assault""","finished","-","ankeshanand","","2020-06-22T00:12:50.000Z","412072","","0.001","0","0","","","32","10","0.99","true","47428.57142857143","0.0001","2000","","","10","","0.5","100000","true","52.114285714285714","1000000","","400.62857142857143","0.9717142857142858","","0","0","false","1","[""none"",""shift"",""intensity""]","1","32","1","false","0.46153846153846156","0","[""0"",""squared"",""1"",""with_norm""]","0.038285714285714284","1.25","[""none"",""q_l1"",""bilinear""]","false","0.6857142857142857","","0","true","0.05714285714285714","0.25","0.4","256","1","0.45714285714285713","[""mlp"",""nature""]","0.6","true","assault","1","60.285714285714285","","","234.66857142857143","0","47428.57142857143","0","0.6","false","assault","1","27000","60.285714285714285","","","234.66857142857143","0","60.285714285714285","0","0.9428571428571428","0","1","0","assault","0","0.6857142857142857","","0.6","1","0","","60.285714285714285","pytorch","2.857142857142857","1","256","true","0","10","true","","0.9428571428571428","0.05714285714285714","0.6571428571428571","","1","","10","100000","0.6857142857142857","50000","0.05714285714285714","-1","custom","0","0","0","1","[""bn"",""in""]","0","0.00015","[""same"",""valid""]","1","0","52.114285714285714","0.11428571428571428","","1000000","50000000","","1","1","2641600","100","94.34285714285714","1000","0.01","234.66857142857143","","0.02857142857142857","0","[""ram_bits_test_der_control"",""ram_test_der_control"",""ram_bits_test_hybrid_control"",""ram_test_hybrid_control"",""ram_bits_test_hybrid_byol_squared"",""ram_bits_test_hybrid_byol_nogs_squared"",""byol_ql1_squared_nogs_m2"",""byol_ql1_squared_nogs_m1"",""byol_ql1_squared_nogs_m5"",""ram_bits_test_der_byol""]","0.37142857142857144","0","400.62857142857143","0.9717142857142858","0","[""mlp"",""standard""]","0","0.6666666666666666","1","3","0.5","["""",""./wandb"",""./wandb_ablations""]","0","","","","","","","","3.5047264552785657","3.5047264552785657","5.609182831476407","3.483554597517906","1.5979323659273281","0.8114131500031774","466.640726028244","466.640726028244","487.61432602824397","1.1697352779130459","1.270183553775115","706.7428571428571","476.75714285714287","185.28","0.07786798636365619","0.08455471721872218","0.47005528488884524","0.5104201809627482","106.31262943344548","","1001.275300306313","1001.275300306313","2120.7085714285713","976.5828571428572","377.7314285714286","316.2873882543472","0.056408472984432245","","","22.23843561079245","","","","","","","22.23843561079245","","","","","","","","","","","100000","0.3934849035489903","","","","","","0.3120318499713625","","","","","","0.11022016519405516","","0","","","","","",""
"""road_runner""","""road_runner""","""road_runner""","finished","-","ankeshanand","","2020-06-22T00:12:52.000Z","407819","","0.001","0","0","","","32","10","0.99","true","43283.58208955224","0.0001","2000","","","10","","0.5","100000","true","43.940298507462686","1000000","","701.8656716417911","0.9261194029850746","","0","0","false","1","[""shift"",""intensity"",""none""]","1","32","1","false","","0","[""1"",""0""]","0.0691044776119403","1.25","[""q_l1"",""bilinear""]","false","0.47761194029850745","","0","true","0.14925373134328357","0.25","0.7014925373134329","256","1","1.0746268656716418","nature","","true","road_runner","1","84","","","230.52238805970148","0","43283.58208955224","0","","false","road_runner","1","27000","84","","","230.52238805970148","0","84","0","0.8507462686567164","0","1","0","road_runner","0","0.47761194029850745","","0.5","1","0","","84","pytorch","1.0746268656716418","1","256","true","0","10","true","","0.7761194029850746","0.14925373134328357","0.43283582089552236","","1","","10","100000","0.47761194029850745","50000","0.14925373134328357","-1","custom","0","0","0","1","[""bn"",""in""]","0","0.00015","valid","1","0","43.940298507462686","0.14925373134328357","","1000000","50000000","","1","1","2386268.656716418","100","85.22388059701493","1000","0.01","230.52238805970148","","0.04477611940298507","0","[""byol_ql1_b0"",""byol_ql1_rep_test"",""ema_target_control"",""ankesh_config_replication"",""byol_base_shared"",""byol_base_no_ema"",""byol_base_control"",""byol_base_aug_control"",""hybrid_control"",""hybrid_aug_control""]","0.373134328358209","0","701.8656716417911","0.9261194029850746","0","standard","0","","1","3","0.5","["""",""./wandb"",""./wandb_ablations""]","0","","","","","","","","3.0485518316162605","3.0485518316162605","4.705820816122566","3.0498683260670654","1.5887237843601332","0.7069167881412354","8778.161963641707","8778.161963641707","8778.550023343201","0.9142891968130268","0.9143296681799239","14432.835820895523","8769.402985074626","3520.89552238806","0.48048351449078996","0.4805047832804363","1.1191245246239494","1.1191740631062999","2449.5250518984226","","923.1949472346207","923.1949472346207","4252.55223880597","807.4925373134329","455.2238805970149","607.9188526367427","0.038447067557503045","","","36.91100150882267","","","","","","","36.91100150882267","","","","","","","","","","","100000","0.3210840114376855","","","","","","0.5627907123619659","","","","","","0.022992511298370186","","0","","","","","",""
"""kangaroo""","""kangaroo""","""kangaroo""","finished","-","ankeshanand","","2020-06-22T00:13:11.000Z","412077","","0.001","0","0","","","32","10","0.99","true","47413.793103448275","0.00010000000000000002","2000","","","10","","0.5","100000","true","52.04597701149425","1000000","","402.92528735632186","0.9715517241379311","","0","0","false","1","[""none"",""shift"",""intensity""]","1","32","1","false","0.46153846153846156","0","[""0"",""squared"",""1"",""with_norm""]","0.03844827586206897","1.25","[""none"",""q_l1"",""bilinear""]","false","0.6839080459770115","","0","true","0.05747126436781609","0.25","0.40229885057471265","256","1","0.4540229885057471","[""mlp"",""nature""]","0.6","true","kangaroo","1","60.14942528735632","","","235.51149425287358","0","47413.793103448275","0","0.6","false","kangaroo","1","27000","60.14942528735632","","","235.51149425287358","0","60.14942528735632","0","0.9425287356321839","0","1","0","kangaroo","0","0.6839080459770115","","0.6005747126436781","1","0","","60.14942528735632","pytorch","2.8448275862068964","1","256","true","0","10","true","","0.9425287356321839","0.05747126436781609","0.6551724137931034","","1","","10","100000","0.6839080459770115","50000","0.05747126436781609","-1","custom","0","0","0","1","[""bn"",""in""]","0","0.00015","[""same"",""valid""]","1","0","52.04597701149425","0.10919540229885058","","1000000","50000000","","1","1","2640689.6551724137","100","94.3103448275862","1000","0.01","235.51149425287358","","0.028735632183908046","0","[""ram_bits_test_der_control"",""ram_test_der_control"",""ram_bits_test_hybrid_control"",""ram_test_hybrid_control"",""ram_bits_test_hybrid_byol_squared"",""ram_bits_test_hybrid_byol_nogs_squared"",""byol_ql1_squared_nogs_m5"",""byol_ql1_squared_nogs_m2"",""byol_ql1_squared_nogs_m1"",""ram_test_der_byol""]","0.367816091954023","0","402.92528735632186","0.9715517241379311","0","[""mlp"",""standard""]","0","0.6666666666666666","1","3","0.5","["""",""./wandb"",""./wandb_ablations""]","0","","","","","","","","0.20072376780742673","0.20072376780742673","0.25182209093471625","0.20157281095613583","0.14448848176133514","0.02710160115996471","1823.8917669287516","1823.8917669287516","1826.248088767832","2.4362598197837917","2.4394996408192386","2828.735632183908","1829.3103448275863","806.8965517241379","0.2649359699355191","0.2652882907846639","0.59399656953696","0.5947864863452337","458.78889016800923","","917.3080246524225","917.3080246524225","1246.0977011494253","914.6896551724138","590.8333333333334","148.58302172795769","0.028525247774595825","","","9.195438240774026","","","","","","","9.195438240774026","","","","","","","","","","","100000","0.09883647623912994","","","","","","0.13212057626891943","","","","","","0.038143154304246765","","0","","","","","",""
"""amidar""","""amidar""","""amidar""","finished","-","ankeshanand","","2020-06-22T00:12:55.000Z","407753","","0.001","0","0","","","32","10","0.99","true","43571.42857142857","0.0001","2000","","","10","","0.5","100000","true","43.42857142857143","1000000","","714.6428571428571","0.9292857142857143","","0","0","false","1","[""shift"",""intensity"",""none""]","1","32","1","false","","0","[""1"",""0""]","0.08071428571428572","1.25","[""q_l1"",""bilinear""]","false","0.5","","0","true","0.14285714285714285","0.25","0.7142857142857143","256","1","1.0714285714285714","nature","","true","amidar","1","84","","","234.77142857142857","0","43571.42857142857","0","","false","amidar","1","27000","84","","","234.77142857142857","0","84","0","0.8571428571428571","0","1","0","amidar","0","0.5","","0.5","1","0","","84","pytorch","1.0714285714285714","1","256","true","0","10","true","","0.7857142857142857","0.14285714285714285","0.42857142857142855","","1","","10","100000","0.5","50000","0.14285714285714285","-1","custom","0","0","0","1","[""bn"",""in""]","0","0.00015","valid","1","0","43.42857142857143","0.14285714285714285","","1000000","50000000","","1","1","2404000","100","85.85714285714286","1000","0.01","234.77142857142857","","0.07142857142857142","0","[""byol_ql1_b0"",""byol_ql1_rep_test"",""ema_target_control"",""ankesh_config_replication"",""byol_base_shared"",""byol_base_no_ema"",""byol_base_control"",""byol_base_aug_control"",""hybrid_control"",""hybrid_aug_control""]","0.35714285714285715","0","714.6428571428571","0.9292857142857143","0","standard","0","","1","3","0.5","["""",""./wandb"",""./wandb_ablations""]","0","","","","","","","","4.247792833216186","4.247792833216186","4.659094802293296","4.249000960053793","3.0220622145112856","0.3156103348427212","120.53113701333761","120.53113701333761","120.53670844190903","0.6276320405543633","0.6276625188288241","179.14285714285714","117.72142857142858","69.47142857142858","0.15637336379083766","0.15638095739663216","0.06694937095952477","0.06695262207032096","25.538407203004063","","872.0783311330722","872.0783311330722","1098.2142857142858","864.35","674.0428571428571","98.34737776386486","0.03635840406096427","","","33.88472112447985","","","","","","","33.88472112447985","","","","","","","","","","","100000","0.28494602341071557","","","","","","0.6093230753062229","","","","","","0.019085604326733657","","0","","","","","",""
