"Name","ID","Name","State","Notes","User","Tags","Created","Runtime","Sweep","agent.eps_eval","agent.eps_final","agent.eps_init","algo.amortization_decay_constant","algo.amortization_loss_weight","algo.batch_size","algo.clip_grad_norm","algo.discount","algo.double_dqn","algo.eps_steps","algo.learning_rate","algo.min_steps_learn","algo.model_nce_weight","algo.model_rl_weight","algo.n_step_return","algo.nce_loss_weight","algo.pri_alpha","algo.pri_beta_steps","algo.prioritized_replay","algo.replay_ratio","algo.replay_size","algo.reward_loss_weight","algo.target_update_interval","algo.target_update_tau","alternating","amortization_decay_constant","amortization_loss_weight","async_sample","aug_prob","augmentation","batch_b","batch_size","batch_t","beluga","buffered_nce","c1","classifier","control","cosine_nce","debug","debug_cuda_idx","der","detach_model","dirichlet_alpha","dueling","dynamics_blocks","encoder","env.episodic_lives","env.game","env.grayscale","env.imagesize","env.num_img_obs","env.stack_actions","eval_augmentation","eval_env.episodic_lives","eval_env.game","eval_env.grayscale","eval_env.horizon","eval_env.imagesize","eval_env.num_img_obs","eval_env.stack_actions","eval_imagesize","eval_simulations","fasteval","film","frame_dropout","game","global_local_nce","global_nce","gpu_per_run","grad_scale_factor","grayscale","hyperthread_offset","imagesize","jumps","keep_last_frame","latent_size","learn_model","local_nce","max_grad_norm","model.dueling","model.framestack","model_nce_weight","model_rl_weight","momentum_encoder","n_cpu_core","n_gpu","n_socket","n_step","n_steps","nce","nce_loss_decay_steps","nce_loss_weight","nce_loss_weight_final","nce_type","no_rl_augmentation","no_search_control","noisy_nets","norm_type","num_simulations","optim.eps","padding","q_dirichlet","replay_ratio","reward_loss_weight","run_slot","runner.log_interval_steps","runner.n_steps","sample_gpu_per_run","sampler.batch_B","sampler.batch_T","sampler.eval_max_steps","sampler.eval_max_trajectories","sampler.eval_n_envs","sampler.max_decorrelation_steps","search_epsilon","seed","set_affinity","shared_encoder","stack_actions","tag","target_augmentation","target_encoder_sn","target_update_interval","target_update_tau","time_contrastive","transition_model","use_all_targets","virtual_loss_c","virtual_threads","visit_temp","AmortizationLoss","CumCompletedTrajs","CumEvalTime","CumReplayRatio","CumSteps","CumTime (s)","CumTrainTime","CumUpdates","DiscountedReturn","DiscountedReturnAverage","DiscountedReturnMax","DiscountedReturnMedian","DiscountedReturnMin","DiscountedReturnStd","GameScore","GameScoreAverage","GameScoreBest","GameScoreDERNormalized","GameScoreDERNormalizedBest","GameScoreMax","GameScoreMedian","GameScoreMin","GameScoreNatureNormalized","GameScoreNatureNormalizedBest","GameScoreNormalized","GameScoreNormalizedBest","GameScoreStd","Iteration","Length","LengthAverage","LengthMax","LengthMedian","LengthMin","LengthStd","ModelNCELoss","NCEAcc","NCELoss","NonzeroRewards","NonzeroRewardsAverage","NonzeroRewardsMax","NonzeroRewardsMedian","NonzeroRewardsMin","NonzeroRewardsStd","ReplayRatio","Return","ReturnAverage","ReturnMax","ReturnMedian","ReturnMin","ReturnStd","RewardLoss","StepsInEval","StepsPerSecond","TrajsInEval","UpdatesPerSecond","cum_steps","gradNorm","gradNormAverage","gradNormMax","gradNormMedian","gradNormMin","gradNormStd","loss","lossAverage","lossMax","lossMedian","lossMin","lossStd","modelGradNorm","modelLoss","modelRLLoss","tdAbsErr","tdAbsErrAverage","tdAbsErrMax","tdAbsErrMedian","tdAbsErrMin","tdAbsErrStd"
"fast-morning-20529","njr60c93","fast-morning-20529","finished","-","maxa-schwarzer","","2020-06-04T16:13:25.000Z","5","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","2000","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","4","nature","true","up_n_down","1","84","","0","0","false","up_n_down","1","27000","84","","0","84","0","1","0","0","up_n_down","1","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","50000","1","-1","custom","0","0","1","ln","0","0.00015","valid","0","64","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","446","","0","0","one-way-gl","0","0","2000","1","1","standard","","1","3","0.5","0","","","","","","","","5.683579313209207","5.683579313209207","6.111178410290053","5.6874610776132375","5.070768992618751","0.2380917686860046","7056.6","7056.6","22292.8","2.782935153583618","9.2830204778157","19060","6115","1800","0.8233660666952769","2.7464973619771285","0.584526604419434","1.9498019677772","3498.3145141624987","","2694.33","2694.33","6517","2411","1240","1066.258168128151","0","","","164.35","","","","","","","164.35","","","","","","","","","","","100000","2.1861621229678394","","","","","","0.9130243111863732","","","","","","0","","0","","","","","",""
"autumn-dust-12722","2iltosm6","autumn-dust-12722","finished","-","ankeshanand"," baseline, nature encoder 64/64","2020-05-27T19:59:52.000Z","12184","","0.001","0","0","","","64","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","64","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","crazy_climber","1","84","","0","0","false","crazy_climber","1","27000","84","","0","84","0","","0","0","crazy_climber","0","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","0","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","101","","0","0","","0","","2000","1","0","standard","","1","3","0.5","0","","","","","","","","","6.539362460732854","6.9731920247681565","6.539851266206417","6.189391414773463","0.16460010682877538","","25308.08080808081","","","","52400","24700","7200","","","0.5799688133243699","","12991.556518029192","","","3871.717171717172","10966","3639","1920","1782.4121440680588","0","","","","","","","","","","","","","","","","","","","","","100000","0.26333638291992245","","","","","","0.3967074863128364","","","","","","0","","0","","","","","",""
"graceful-cloud-12811","m4v2q3so","graceful-cloud-12811","finished","NCE / classifier fixes","maxa-schwarzer","","2020-05-27T21:49:02.000Z","11","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","crazy_climber","1","84","","0","0","false","crazy_climber","1","27000","84","","0","84","0","","0","0","crazy_climber","1","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","444","","0","0","","0","","2000","1","1","standard","","1","3","0.5","0","","","","","","","","","3.6004636696814742","4.031364420611213","3.599886235452759","0.08639879218972206","0.4051959659009335","","25308","","","","39300","26600","6400","","","0.5799655873112192","","7717.041920321542","","","3337.47","6487","3330","2063","682.1105842163718","0","","","","","","","","","","","","","","","","","","","","","100000","0.8319043526627123","","","","","","0.6542330372288823","","","","","","0","","0","","","","","",""
"vivid-wave-20550","gvcygu1b","vivid-wave-20550","finished","-","maxa-schwarzer","","2020-06-04T16:17:03.000Z","4","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","2000","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","4","nature","true","crazy_climber","1","84","","0","0","false","crazy_climber","1","27000","84","","0","84","0","1","0","0","crazy_climber","1","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","50000","1","-1","custom","0","0","1","ln","0","0.00015","valid","0","64","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","447","","0","0","one-way-gl","0","0","2000","1","1","standard","","1","3","0.5","0","","","","","","","","5.8636827880257","5.8636827880257","6.3273372006137185","5.931970892093779","2.6064031572565165","0.5360340649831858","25237","25237","25237","2.6747520722320903","2.6747520722320903","37900","27400","6100","0.13991628154564592","0.13991628154564592","0.5771311315067728","0.5771311315067728","6012.398107244729","","4276.67","4276.67","25974","3130.5","1767","3917.399402805387","0","","","205.85","","","","","","","205.85","","","","","","","","","","","100000","0.7765815281044692","","","","","","0.6580008471507579","","","","","","0","","0","","","","","",""
"fine-pyramid-12661","wdy24ctp","fine-pyramid-12661","finished","-","ankeshanand","nature encoder 64/64","2020-05-27T18:55:12.000Z","11071","","0.001","0","0","","","64","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","64","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","jamesbond","1","84","","0","0","false","jamesbond","1","27000","84","","0","84","0","","0","0","jamesbond","1","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","420","","0","0","","0","","2000","1","1","standard","","1","3","0.5","0","","","","","","","","","0.18742315294289916","0.40152387736716294","0.14583960104774407","0.00009080081922092704","0.1329481150558491","","183","","","","350","200","50","","","0.56245434623813","","67.16397844082793","","","1033.65","1756","1027.5","699","204.90677758434444","0","","","","","","","","","","","","","","","","","","","","","100000","1.7577029469639065","","","","","","0.29920599356889727","","","","","","0","","0","","","","","",""
"misunderstood-plant-12743","16nvv3y7","misunderstood-plant-12743","finished","-","ankeshanand"," baseline, nature encoder 64/64","2020-05-27T19:59:59.000Z","10528","","0.001","0","0","","","64","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","64","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","krull","1","84","","0","0","false","krull","1","27000","84","","0","84","0","","0","0","krull","0","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","0","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","88","","0","0","","0","","2000","1","0","standard","","1","3","0.5","0","","","","","","","","","0.9855429980302446","1.5624211506516523","1.0248346285958156","0.32742017560058667","0.2459692023366968","","2190.27","","","","5501","2127","699","","","0.5548196721311476","","819.4186214017839","","","1633.24","4232","1441.5","832","640.4673000239748","0","","","","","","","","","","","","","","","","","","","","","100000","0.5046247995756566","","","","","","0.392068178486824","","","","","","0","","0","","","","","",""
"still-grass-21767","qe3aj2th","still-grass-21767","finished","-","maxa-schwarzer","","2020-06-06T02:15:46.000Z","6","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","2000","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","2","nature","true","krull","1","84","","0","0","false","krull","1","27000","84","","0","84","0","1","0","0","krull","1","0","","0.5","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","50000","1","-1","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","448","","0","0","","0","0","2000","1","0","standard","0","1","3","0.5","0","","","","","","","","1.1067227543858922","1.1067227543858922","2.068135080447691","1.0408389255804753","0.46835261022075586","0.3510786377889669","2187.39","2187.39","5369.8","0.4701954527323493","3.009014758675708","4242","2134.5","939","0.26705482555505206","1.7090167648391483","0.5521217798594846","3.5333021077283373","667.7160308843872","","1384.31","1384.31","2491","1408.5","730","321.3775255054404","0","","","191.33","","","","","","","191.33","","","","","","","","","","","100000","1.685417812654376","","","","","","0.5459298299137503","","","","","","0","","0","","","","","",""
"proud-sound-12648","5dkygr7t","proud-sound-12648","finished","-","ankeshanand","nature encoder 64/64","2020-05-27T18:52:41.000Z","10192","","0.001","0","0","","","64","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","64","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","jamesbond","1","84","","0","0","false","jamesbond","1","27000","84","","0","84","0","","0","0","jamesbond","1","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","123","","0","0","","0","","2000","1","1","standard","","1","3","0.5","0","","","","","","","","","0.2034681072283535","0.3918202966632221","0.17931871627746648","0","0.12770457678413052","","180","","","","350","175","0","","","0.5514974433893353","","80","","","874.21","1285","858.5","430","192.9849887944656","0","","","","","","","","","","","","","","","","","","","","","100000","1.836939743453264","","","","","","0.29879320215061306","","","","","","0","","0","","","","","",""
"dazzling-paper-13103","15r70tbp","dazzling-paper-13103","finished","-","ankeshanand","nature encoder 64/32","2020-05-27T23:32:38.000Z","15871","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","kangaroo","1","84","","0","0","false","kangaroo","1","27000","84","","0","84","0","","0","0","kangaroo","1","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","101","","0","0","","0","","2000","1","1","standard","","1","3","0.5","0","","","","","","","","","0.4863480593466787","0.5136571887357458","0.4884828755473005","0.36548699754103303","0.023132186109676524","","1696","","","","1800","1800","1200","","","0.5511230305062018","","182.1647605877712","","","679.81","685","681.5","610","9.756736134589271","0","","","","","","","","","","","","","","","","","","","","","100000","1.5743595962375403","","","","","","0.4344311855379492","","","","","","0","","0","","","","","",""
"gentle-donkey-12974","cbxjk681","gentle-donkey-12974","finished","-","ankeshanand"," baseline, nature encoder 64/32","2020-05-27T22:09:57.000Z","13251","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","krull","1","84","","0","0","false","krull","1","27000","84","","0","84","0","","0","0","krull","0","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","0","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","420","","0","0","","0","","2000","1","0","standard","","1","3","0.5","0","","","","","","","","","1.1629212919198813","2.1797564151451514","1.1534647459608194","0.5653528277039823","0.2839377085634741","","2181.8","","","","4155","2193","543","","","0.5468852459016396","","782.249001277726","","","1529.55","3065","1457","827","463.0362269844553","0","","","","","","","","","","","","","","","","","","","","","100000","0.5853656100828201","","","","","","0.39508219279758633","","","","","","0","","0","","","","","",""
"dry-snow-12597","170bw7an","dry-snow-12597","finished","-","ankeshanand","nature encoder 64/64","2020-05-27T18:52:07.000Z","15039","","0.001","0","0","","","64","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","64","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","kung_fu_master","1","84","","0","0","false","kung_fu_master","1","27000","84","","0","84","0","","0","0","kung_fu_master","1","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","88","","0","0","","0","","2000","1","1","standard","","1","3","0.5","0","","","","","","","","","1.3316037940588012","1.4996976084261917","1.336976927820419","0.7637313980401879","0.11660744781953536","","13068","","","","26600","12550","6200","","","0.5426169559519923","","3833.793943341243","","","3102.2","5353","3092.5","1731","657.7428220817009","0","","","","","","","","","","","","","","","","","","","","","100000","2.2200851224958895","","","","","","0.7418524914979935","","","","","","0","","0","","","","","",""
"genial-bee-22013","d79tdhnx","genial-bee-22013","finished","-","maxa-schwarzer","","2020-06-06T17:23:08.000Z","6","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","2000","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","2","nature","true","bank_heist","1","84","","0","0","false","bank_heist","1","27000","84","","0","84","0","1","0","0","bank_heist","1","0","","0.5","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","50000","1","-1","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","448","","0","0","","0","0","2000","1","0","standard","0","1","3","0.5","0","","","","","","","","3.610128024670875","3.610128024670875","3.7506918851676136","3.5858632126820553","2.8080237100043632","0.09443052011101516","413.2","413.2","413.2","10.842391304347826","10.842391304347826","530","420","170","0.96028880866426","0.96028880866426","0.5399918798213561","0.5399918798213561","48.28830086056042","","862.6","862.6","1131","853","639","67.97072899417807","0","","","28.57","","","","","","","28.57","","","","","","","","","","","100000","0.7172998442776501","","","","","","0.701825108178705","","","","","","0","","0","","","","","",""
"solar-snowball-21976","l9y8tvrr","solar-snowball-21976","finished","-","maxa-schwarzer","","2020-06-06T17:17:52.000Z","7","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","2000","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","2","nature","true","assault","1","84","","0","0","false","assault","1","27000","84","","0","84","0","1","0","0","assault","1","0","","0.5","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","50000","1","-1","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","445","","0","0","","0","0","2000","1","0","standard","0","1","3","0.5","0","","","","","","","","4.090388559942264","4.090388559942264","5.57803447794135","4.0178487238703084","2.740646468816764","0.5763158303313218","502.95","502.95","578.41","1.3436302681992336","1.705028735632184","756","504","210","0.08944398393164572","0.11350188101766244","0.5399345650500383","0.6851616628175519","111.09674837725902","","760.09","760.09","1054","770","412","134.1892763971846","0","","","23.95","","","","","","","23.95","","","","","","","","","","","100000","1.6967071228697896","","","","","","0.8034387517690659","","","","","","0","","0","","","","","",""
"dry-snowball-21949","rmo1v96c","dry-snowball-21949","finished","-","maxa-schwarzer","","2020-06-06T17:14:10.000Z","5","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","2000","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","1","false","0","1.25","bilinear","false","0","","0","true","1","0.25","0","2","nature","true","jamesbond","1","84","","0","0","false","jamesbond","1","27000","84","","0","84","0","1","0","0","jamesbond","1","0","","0.5","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","50000","1","-1","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","1","1","2800000","100","100","1000","0.01","445","","0","0","","0","0","2000","1","0","standard","0","1","3","0.5","0","","","","","","","","0.21506933633606048","0.21506933633606048","0.4210618537170753","0.23127353116150867","0","0.13023592992542962","176.5","176.5","263","0.541085840058694","0.8584005869405722","400","150","0","0.2693080153368632","0.42724119043271863","0.5387143900657414","0.8546384222059897","99.6130011594872","","766.7","766.7","1431","736","394","253.47057028381025","0","","","3.53","","","","","","","3.53","","","","","","","","","","","100000","1.0905409885182975","","","","","","0.38573018873482945","","","","","","0","","0","","","","","",""
"misty-eon-13086","puzhqn57","misty-eon-13086","finished","-","ankeshanand"," baseline, nature encoder 64/32","2020-05-27T22:13:33.000Z","15109","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","kung_fu_master","1","84","","0","0","false","kung_fu_master","1","27000","84","","0","84","0","","0","0","kung_fu_master","0","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","0","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","123","","0","0","","0","","2000","1","0","standard","","1","3","0.5","0","","","","","","","","","1.3526663052970684","2.0701123923172795","1.2245591330981993","0.9075721396546832","0.3244314658069733","","12862","","","","21400","12000","7000","","","0.5328716121920873","","2823.252733993186","","","2336.12","3184","2292.5","1689","296.30046506882167","0","","","","","","","","","","","","","","","","","","","","","100000","0.2727089003518224","","","","","","0.8603987589985133","","","","","","0","","0","","","","","",""
"glorious-wave-12865","3d8vjxll","glorious-wave-12865","finished","-","ankeshanand","nature encoder 64/32","2020-05-27T22:00:44.000Z","22771","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","crazy_climber","1","84","","0","0","false","crazy_climber","1","27000","84","","0","84","0","","0","0","crazy_climber","1","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","123","","0","0","","0","","2000","1","1","standard","","1","3","0.5","0","","","","","","","","","5.6848999899497645","6.435008489954957","5.714514946027023","2.4007855011170114","0.49918695270587154","","24110","","","","32300","26000","11300","","","0.5321391358502768","","4928.945120408625","","","3674.11","5955","3461","1778","846.0291471929321","0","","","","","","","","","","","","","","","","","","","","","100000","0.8044385076969862","","","","","","0.706418159205094","","","","","","0","","0","","","","","",""
"earthy-monkey-12547","328xv1mu","earthy-monkey-12547","finished","-","ankeshanand","nature encoder 64/64","2020-05-27T18:51:48.000Z","5975","","0.001","0","0","","","64","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","64","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","jamesbond","1","84","","0","0","false","jamesbond","1","27000","84","","0","84","0","","0","0","jamesbond","1","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","444","","0","0","","0","","2000","1","1","standard","","1","3","0.5","0","","","","","","","","","0.1588266110970789","0.3962467530976784","0.14906014651372923","0","0.1257800517516059","","174","","","","400","200","0","","","0.5295836376917458","","111.91067866830224","","","838.2","1535","810","392","299.00635444752675","0","","","","","","","","","","","","","","","","","","","","","100000","1.8623990808546544","","","","","","0.3057553587913513","","","","","","0","","0","","","","","",""
"snowy-sun-12906","1gtfs4hp","snowy-sun-12906","finished","-","ankeshanand","nature encoder 64/32","2020-05-27T22:01:30.000Z","18863","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","assault","1","84","","0","0","false","assault","1","27000","84","","0","84","0","","0","0","assault","1","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","123","","0","0","","0","","2000","1","1","standard","","1","3","0.5","0","","","","","","","","","3.846116997798064","6.843939622000765","3.776453693271348","1.6373048846703293","0.995448883511429","","497.46","","","","735","504","126","","","0.5293687451886064","","122.55491993388108","","","782.15","1279","770","318","176.88145041241606","0","","","","","","","","","","","","","","","","","","","","","100000","1.958906320425868","","","","","","0.798297694349289","","","","","","0","","0","","","","","",""
"dark-meadow-12878","1r2azg86","dark-meadow-12878","finished","-","ankeshanand","nature encoder 64/32","2020-05-27T22:00:49.000Z","8120","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","kangaroo","1","84","","0","0","false","kangaroo","1","27000","84","","0","84","0","","0","0","kangaroo","1","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","420","","0","0","","0","","2000","1","1","standard","","1","3","0.5","0","","","","","","","","","0.4895109482436085","0.5273942124890773","0.4965311819674392","0.43313096454800265","0.0285678411976481","","1630","","","","1800","1600","1200","","","0.5289976533690915","","99.498743710662","","","671.93","682","673","599","10.576629898034628","0","","","","","","","","","","","","","","","","","","","","","100000","1.7346407186299562","","","","","","0.4241896608419716","","","","","","0","","0","","","","","",""
"lunar-wave-13071","15igtvdo","lunar-wave-13071","finished","-","ankeshanand"," baseline, nature encoder 64/32","2020-05-27T22:11:23.000Z","19668","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","crazy_climber","1","84","","0","0","false","crazy_climber","1","27000","84","","0","84","0","","0","0","crazy_climber","0","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","0","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","88","","0","0","","0","","2000","1","0","standard","","1","3","0.5","0","","","","","","","","","6.435664863648966","6.90422550224848","6.50036645719063","1.15542866413559","0.5835398069591666","","24001","","","","34600","25400","4600","","","0.5277876473617603","","6582.119643397558","","","3877.5","12331","3485.5","1818","1391.8815646454982","0","","","","","","","","","","","","","","","","","","","","","100000","0.328937605281733","","","","","","0.6218441366076469","","","","","","0","","0","","","","","",""
"zesty-wood-12914","2ssoynfq","zesty-wood-12914","finished","-","ankeshanand","nature encoder 64/32","2020-05-27T22:01:36.000Z","8620","","0.001","0","0","","","32","10","0.99","true","50000","0.0001","1600","","","10","","0.5","100000","true","64","1000000","","2000","1","","0","0","false","1","[""none""]","1","32","","false","0","1.25","bilinear","false","0","true","0","","1","0.25","0","4","nature","true","jamesbond","1","84","","0","0","false","jamesbond","1","27000","84","","0","84","0","","0","0","jamesbond","1","0","","","1","","84","0","1","256","true","0","10","false","","1","1","0","","1","","10","100000","1","","1","","custom","0","0","1","in","0","0.00015","valid","0","64","1","","1000000","50000000","","16","2","2000000","100","100","1000","0.01","101","","0","0","","0","","2000","1","1","standard","","1","3","0.5","0","","","","","","","","","0.2401757633393728","0.4376013700822963","0.22988481561628787","0","0.1330539312522024","","173.5","","","","450","150","0","","","0.5277574872169467","","91.7755414040146","","","730.06","1487","671","396","268.3587829753295","0","","","","","","","","","","","","","","","","","","","","","100000","1.0916127314709128","","","","","","0.38710306261330846","","","","","","0","","0","","","","","",""
